Twitter Username,Post,Date Posted
@ForABetterMY,5 years ago? Najib was broiled in 1mdb and making broke our asses.,"Dec 22, 2021"
@ForABetterMY,"All bad roads in BN led to Najib. He raped us dry through national service contracts, expensive toilets, submarines, 1MDB and tried to cover it up with IPOs? He sucked. 

But not just him, everyone in BN was raping Malaysians after awhile. It was free for all under Najib.","Jun 8, 2021"
@ForABetterMY,"And if I think about it, even Azmin Ali's MalaysiaNow tried to wave white flag by hating on 1MdB and nAjib also. I remember seeing some articles and again, PH didn't take the bait.","Aug 21, 2021"
@ForABetterMY,And in numbers that ppl get. 1MDB and Najib stole billions and we don't understand what that means. Tony Pua tried to dumb it down in his long essay way it didn't work and now Najib has hired an international PR firm to keep 1MDB out of news. Successful I think,"Jun 26, 2022"
@ForABetterMY,"And likewise, she should not be a scapegoat. Who knows who is protecting her and for what reason (probably some illicit and dirty reason also) but she's not the one at fault. Najib, Jho Low, Tim (who slept with everyone related to 1MDB like a prostitute) who planned and stole.","Mar 1, 2022"
@ForABetterMY,Anwar will ask Najib's team who should investigate 1MDB. E.g. like Johari Ghani kind you know.,Apr 18
@ForABetterMY,"As in, it doesn't matter who is in gov, they scream justice and then later wonder how can Najib get away free? But I don't know, under PH they didn't even arrest Najib properly. All that justice for nothing. All that show for justice like Tommy delayed 1MDB too. Makes u wonder.","Jan 14, 2022"
@ForABetterMY,Bigwigs. But I still prefer the GTA candidate because he flew all over the world lodging reports against 1mdb. Johari supported Najib as second finance minister during 1MDB time.,"Nov 5, 2022"
@ForABetterMY,But just so you know any initiative like this is moot when you've got Najib and his other band of merry thieves in PN. He's been formally charged. What about ppl who have been appointed in PN but received 1MDB monies? GIACC - how?,"Apr 19, 2021"
@ForABetterMY,"But then Najib came through and was like, ""I'll outdo all that"" with crazy MRT construction (that are literally breaking down and are white elephants) and of course, the monstrosity of them all, 1MDB.","Jun 1, 2022"
@ForABetterMY,"But they believe, from what I can see that BN as an institution is greater than Najib. They believe in the tenets of what BN stands for. And if Najib comes with it, so be it. They did take the money from 1MDB. They are complicit and not shy about it. But this is why they won B4.","Nov 15, 2022"
@ForABetterMY,But u see Zahid and even Najib and 1mdb tainted Islam w how they thought they could buy their alms and place. Or how those who appear powerful like Muhyiddin can be honoured at Mecca or even Azmin can keep going for mini pilgrimages to clean their sins.,"Aug 6, 2022"
@ForABetterMY,Cmco working in Muhyiddin's favour. I bet Najib wished Covid-19 during 1mDb,"Oct 19, 2020"
@ForABetterMY,"Definitely bribery. 

Yes Najib gave 1200 religious leaders an umrah to cleanse the 1MDB sins",May 13
@ForABetterMY,Does PH still care about Najib? Asking to hear from Tony Pua abiut 1MDB.,"Nov 25, 2022"
@ForABetterMY,Gobind did zero to fight any lies against PH. It was like PKR Amanah and DAP wanted the coalition to fall with Bersatu as their scapegoat except Muhyiddin had a better plan because he had laid it all out. I think Muhyiddin was the one who saw the opportunity of 1mdb to oust Najib,"Mar 2, 2021"
@ForABetterMY,"Hahaha. Did we get scammed by Jho Low and it appears that this suggests that Najib was complicit? Hahaha. 
Muhyiddin put a lot of ppl at risk then. And for what, u know? 
This is why this time, PH doesn't dare say anything about 1MDB. 
This should go viral. This article. Not me.","Nov 16, 2022"
@ForABetterMY,Hahahaha when all of Najib and 1MDB cases are stalled forever.,"Oct 19, 2022"
@ForABetterMY,"Hahahahahahahaha if you believe so. 
1. Najib fired Muhyiddin over 1MDB
Najib then spent 2 years after that trying to cover up 1MDB.",Mar 30
@ForABetterMY,"He approves of Najib's financial prowess. Muhyiddin better be careful. 

In any case, without 1MDB debts due soon, how are we planning to solve and clear off the other debts? How did it rise to RM261b from RM1t when Dr M was PM? 

Badmouthing other admins is poor taste.","Apr 27, 2021"
@ForABetterMY,How did Najib and Jho Low manage to stall all the other govs around the world to not look into 1MDB? Do you think Tun M wanted the cases to be held in Malaysia that he didn't allow these countries to target Najib? And Jho Low? Argh. Muhyiddin was such an accomplice to Najib.,"Jul 19, 2022"
@ForABetterMY,"I am pretty sure that EPF, Khazanah and KWAP have been putting Malaysian monies in the wrong places. It's just a bulk and money keeps going in so it's like a ponzi, easy to cover up which is what Najib thought he could do when 1MDB 'borrowed' from KWAP in a bad way.",Feb 15
@ForABetterMY,"I don't think Dr M is wrong to have asked for proof. Yours is just ... casting perception which is EXACTLY what Najib is suggesting with his 1MDB case. Even when proven, people might not believe that Najib stole. Likewise with Dr M. So people read Twitter threads and believe.",Apr 13
@ForABetterMY,I feel like I'm the only one who is staying the course w Najib and 1MDB. It's like all the PH MPs have sided with BN Najib and 1MDB. Where are the PH voices that fought from 2011-2022? Mysteriously gone. I feel like I have stayed the path but PH has veered off course.,May 16
@ForABetterMY,"I know jail is everything to Najib. Money is no problem. He can steal more of that. He's done the weirdest things in our country. The $$ he made and stole from erecting RM500,000 public toilets, from national service, from failed war equipment, from 1MDB.. just pay the jail.","Aug 16, 2022"
@ForABetterMY,"I love these white guys from @asiatimesonline hahaha their oohs and ahhs are funny 
PH didn't OVERKILL anything. 1MDB is not a case or an issue. We got RM42b stolen. Najib got sympathy because PH overdid it? Please.","Jul 5, 2022"
@ForABetterMY,"I think Dr M helped to dumb down a lot of things. As u can tell when Tony Pua explained 1MDB, it was too complicated for mere Malaysians like myself. Needed someone to say Najib bad, cash is king, dedak. Like that.","Sep 14, 2022"
@ForABetterMY,I think this is why nAjib can question the 1mdb debt settlement directed tengku zafrul. Tengku was in his band. They are all in a band but now instead of Najib as the leader it is Muhyiddin. The merry go round wheel.,"Apr 28, 2021"
@ForABetterMY,"I wonder if all the sordid 1mdb tales or at least Najib's time in power, will it ever be revealed how UMNO enabled him? Is it any wonder the gov of that day enabled so many paedophiles and rapists? The UK scholar, the NZ flasher...","Jul 29, 2022"
@ForABetterMY,"I'm guessing Edisi Siasat is Najib's way to attack Muhyiddin just like how Muhyiddin used many other things with 1MDB. haha. Remember, Najib copies. HAHA","Jan 6, 2022"
@ForABetterMY,I'm surprised Muhyiddin ALWAYS manages to be skipped. Like he pays PR to ensure tun M gets blamed for his treachery. Like how Najib pays PR to keep him and 1mdb out of global news.,"Jun 29, 2022"
@ForABetterMY,"If PH has lost its fight against Najib over 1MDB, suddenly Tony Pua silent as a mouse cos no Muhyiddin backing and Anwar being held ransom some way or other, who will help Malaysia? Who is on the rakyat's side?","Feb 25, 2022"
@ForABetterMY,"Imagine when Malaysian charged persons can leave Malaysia before Malaysians. 

PH and their MOU.. Was this Tony Pua's plan? To aid and abet Najib Razak 'cos well, all your 1MDB peacocking was for NOTHING. 

I want to see a picture of the grandchild, Najib! Safe travels!","Oct 15, 2021"
@ForABetterMY,"Irwan ... An accomplice of Najib's 1MDB looting of Malaysia. Yes, Malaysians tend to listen to swindlers and conmen unfortunately. They can talk that is why. The road is hard for truth.","Jun 6, 2021"
@ForABetterMY,"It was under Badawi when projects were teetering at almost a billion. The cost overruns of KLIA2 and the palace. Then we had the buses. Under Najib we had mega towers, land grabs, MRT, 1MDB and many others. GST. We needed GST because they weren't managing funds properly.",May 14
@ForABetterMY,"It's like how Najib wanted to iPO 1MDB to cover up his massive stealing with Jho Low running the ship. It's all wrong. 

I have a hard time believing that politicians who criticised Najib can do like him. Looking right at Muhyiddin and co.",Feb 15
@ForABetterMY,"Johari is Najib's man. 

He replaced the other finance minister starting w H and who is a witness and quit the cabinet during the height of 1MDB. 

Also Johari suddenly played a prominent role since Aug in GE15 and in BN.","Nov 26, 2022"
@ForABetterMY,"Just thinking, Anwar roped in big wigs from America because of Dr M. Like was Malaysia that much of an 'asian tiger' (hate this phrase these days) that the US felt they needed to neutralise us? When the US VP came to Malaysia and disrespected us. They never did with Najib n 1MDB","Nov 30, 2022"
@ForABetterMY,"KJ, the H2O team, etc etc. 
And I used to ask, who managed to scuttle that Altantuya person to Australia? Now I know. Is Muhyiddin. But Najib also has his ppl on that. The video of the scared guy.. 
Who managed to get the details on 1MDB? Muhyiddin. It's all Muhyiddin.","Oct 13, 2021"
@ForABetterMY,"MCA does have a tendency to do that. 
With 1MDB they told others, ""where did the gov steal from p? Did money from your bank acc get less? No? That means Najib didn't steal from u!""","Nov 5, 2021"
@ForABetterMY,"Major difference between witch hunting and real stealing, you know? What Najib did and if he was so innocent, Jho Low wouldn't be in hiding like he is now. With the other team members from 1MDB who are right now living off our money in hiding. Just so everyone knows.","Dec 8, 2021"
@ForABetterMY,"Malaysians want to follow complicated ways yet we are very basic people. Don't create confusion like Najib did with 1MDB. He swindled us. 

So when it comes to giving back to the ppl, be simple. We are simple people.",Apr 26
@ForABetterMY,Muhyiddin managed to get Tony Pua to talk about 1MDB. What is 1MDB now that Anwar has agreed to put Najib's ppl in power? At what cost?,"Dec 26, 2022"
@ForABetterMY,"Najib overpaid for HSR and many things sto try n cover the monies he stole. Najib used Malaysian assets to cover up the monies he took from us. He tried to IPO 1MDB, took on more loans, sold Malaysian land to foreigners

w help from bankers, swindlers, accountants and lawyers.","Nov 18, 2022"
@ForABetterMY,"Najib stole BILLIONS of RINGGIT. BILLIONS. The people involved are not being charged properly. In fact, the people related to 1MDB are missing. The extreme quiet from anyone about Najib and 1MDB and UMNO's complicity seems to want it to continue subsconsciously or secretly.","Oct 30, 2022"
@ForABetterMY,"Najib tried to make Tun M comply except Tun M said why he doesn't want to comply. Najib is deaf, ke? Only wants to see what he sees? Like how stealing through 1mdb is not stealing but ...?","Jun 29, 2022"
@ForABetterMY,Najib will get to come out n wear nice suits when he has to go to court for 1MDB cases.,"Aug 23, 2022"
@ForABetterMY,Najib's PR team is working overtime. Theres zero coverage of 1MDB overseas. How is this possible?,"Jun 17, 2022"
@ForABetterMY,"Najib's highly paid PR team couldn't stop these guys. You know, the ones who keep all 1MDB news out of press. They've done a good job so far because people don't even realise how much Malaysia has been raped by 1MDB and Najib's team of missing thieves.","Jul 5, 2022"
@ForABetterMY,"Najob will use this in comparison - ""aiyoh, 1MDB only LOST RM42b what's that compared to HNA? Aiyoh, me trying to settle the stolen RM42b by putting Malaysia into debt for generations, it doesn't even add up to USD187b."" Right or not, Najib?","Jun 4, 2021"
@ForABetterMY,"No, they complicate things. Tony Pua complicated 1MDB esp when it got into govt. Tommy Thomas handled 1MDB poorly. It's actually v basic. Najib stole money. Show. no need so many witnesses. Solid until weather breaks it. 

Yeo Bee Yin and Ong Kian Ming talk smart but not wise.","Jun 11, 2021"
@ForABetterMY,"Not forgetting while Najib is vying to be PM a second time. Even though he's a convicted criminal. He's not paying back the taxes he owes, stalling all his court cases but yes, let's investigate the prostitute's ex-mistress. Not the prostitute himself who slept to get 1MDB biz.","Feb 25, 2022"
@ForABetterMY,"Nothing wrong with it. Najib is the cause of all the problems, not saving for a rainy day, spending, hiding Jho Low and co. away - where are these 1MDB executives? Where's the RM42b?","Feb 21, 2022"
@ForABetterMY,"Now I know where the 'move on, stop talking about najib razak and 1mdb' came from - this lame-o dr. in hospital also still can say Dr M is rehashing the same ol - if corruption has not been dealt with, if failures n the lack of proper governance has been displayed how to move on?","Feb 15, 2021"
@ForABetterMY,"One is idealistic and the other is livelihood. 
Malaysians don't care because when PH was in power, there was a campaign to stop talking about 1MDB. ""Enough already la. Najib Najib Najib. Just get to work."" You don't remember?","Oct 19, 2022"
@ForABetterMY,Our Malaysia 1MDB is made for series. Najib must have really wanted to be one of those in those  US president shows hahaha,"Mar 1, 2022"
@ForABetterMY,"Pfft. Capital A is all smoke and mirrors. It's the game of hustlers and scammers. 1MDB is also case in point. That's why Tony Fernandes could brand his plane blue for BN and Najib. Not forgetting, how Tony then prostituted himself to PH and Syed Saddiq shortly after GE14.","Mar 31, 2022"
@ForABetterMY,"Someone is sabotaging Anwar. He is so vindictive and this is not the kind leader we want and need. Remember when Najib ran the ""enough of 1MDB. Move on and govern"" campaign w PH1.0? Is Anwar replicating this? It's even worse cos Dr M is like his 25 year thorn. Hahaha",May 13
@ForABetterMY,Technically it was Dr M who had Khairuddin fly all over the world to lodge reports over 1MDB. It was Dr M as interim home minister who got MACC to charge Najib for crimes. And the many now known in court cluster. Tengku Adnan n co. Musa Aman.,"Nov 5, 2022"
@ForABetterMY,"The Sulu heirs prob see how we treat Najib and 1MDB and think can earn la. I mean we didn't come down hard on Najib, still roll out red carpet for him and his band if merry thieves.","Aug 14, 2022"
@ForABetterMY,"The q is, should Najib go to jail? How do we feel about it? He created so much discord in Malaysia but do ppl feel that sense of justice or has it worn off because ppl in PH used to tell them to stop talking about 1MDb?","Jan 21, 2021"
@ForABetterMY,This is OK. Now that PH BN GPS are together... All that 1MDB stuff doesn't matter anymore. New Malaysia in Anwar's gov. Even Najib approves from jail.,"Nov 25, 2022"
@ForABetterMY,"Tim forged divorce papers. It is no wonder 1MDB and Najib and Jho Low all forged ""donation letters"", ""fake companies"", etc.","Feb 25, 2022"
@ForABetterMY,Tim slept with her and Jasmine Loo and goodness knows who else to win 1MDB money. Please hate him and stop picking on the girl. Najib wanted to get his kids into Goldman Sachs in exchange for Malaysian money. Please hate these 2. Jho Low brokered everything. Hate him not Rohana.,"Feb 23, 2022"
@ForABetterMY,"Tok Mat is right. 1MDB is an executive issue. Najib was PM, Finance Minister... was he Home? Najib should have stepped aside, Tok Mat said. Ooooooooo","Jul 5, 2022"
@ForABetterMY,Tony Pua is only fixated on 1MDB and Najib. Not on Rosmah's corruption deal or any other corruption deals happening around. Isn't it weird? Or is that political?,"Oct 15, 2021"
@ForABetterMY,U cannot on one hand mock Najib for breaking the law and then try to earn brownie points by paying fines for repeat offenders. U just make a mockery of your own principles. It is no better than PN now settling 1mdb issues without charging anyone. So other criminals go to jail but,"Mar 4, 2021"
@ForABetterMY,"U must wonder who is giving him these things. Is it Najib? How did he get his hands on LCS? Is it like how RPK got his hands on it? 
Don't forget, Muhyiddin gave all 1MDB stuff to DAP/ Tony Pua to carry.","Nov 16, 2022"
@ForABetterMY,"U see how u talk, u point fingers at others, blame.others to absolve your own responsibility and poor decisions. This kind of tactic is very bad. U shirk responsibility and never own up. It's what Najib did with 1MDB!",May 16
@ForABetterMY,"Under Najib's PM ship, we saw a lot of ppl just disappear. All of the 1MDB staffers for example, Jho Low's family, Pastor Koh and the others,.. or they end up blown into smithereens or in cement barrels.","Dec 10, 2021"
@ForABetterMY,"Update: ah, the real statement now. 

I was expecting to read something about Parliament but this is a 1MDB statement. I love how BN still supports Najib Razak even though he started the future of Malaysia with a RM50b debt.","Nov 2, 2020"
@ForABetterMY,"We are angry Najib is still talking so much. We want a convicted criminal to be in jail but they are lenient with him even though he is a swindler and repeat offender when he was PM. 

How can DAP even them suggest they pay those fines? No better than rakyat having to pay 1mdb $!","Mar 4, 2021"
@ForABetterMY,We know they are unscrupulous. Like bankers. Haha #1mdb,"Nov 5, 2021"
@ForABetterMY,"What about Riza Aziz and the 1MDB monies he used to finance stuff? What about... I mean there are so many things. But sure, you don't do FAKE NEWs. If Malaysians were better with facts, someone would start a thread listing out the times that Najib was the epitome of fake news.","May 31, 2022"
@ForABetterMY,What if Najib leaked the LCS scandal to Rafizi so that they can take the heat off 1MDB?,"Aug 9, 2022"
@ForABetterMY,Where is Najib's 1MDB? Why are Malaysians so short memory wan?,"Nov 6, 2022"
@ForABetterMY,"While I can agree with MCA videos, I cannot agree that the party took RM10,000,000 from 1MDB and never returned it. Instead they claimed they never received it in the first place. Najib said a lot of the money was used back on ppl. As if he was Robin Hood. ","Nov 15, 2022"
@ForABetterMY,"While Nik Nazmi and Ong Kian Ming fight for Anwar to remain as some fantasy opposition leader, Ku Nan is still free and roaming. Najib is still free and roaming. 1MDB monies have not been recovered. I believe because PH can't do the real clean up they are fluffing and bluffing.","Dec 22, 2020"
@ForABetterMY,"Why did Mahathir give up being Home Minister? If he had really ordered the beating, he wouldn't let go of the Home Affairs post so easily because he's guilty. Did you see Najib and all let go of Minister of Finance when 1MDB was hot? No.","Nov 25, 2021"
@ForABetterMY,Yeah Najib is some special VIP in Pahang anyway. I can't wait. Just don't know which son will be MB. I think the one from Deloitte who helped with the 1MDB audit can la.,Mar 3
@ForABetterMY,You see how Malaysiakini and dumb Malaysians who fall for Najib's trick to equate 1MDB and Azam Baki? There is no equation. Najib stole monies through a scammy sovereign fund and laundered money internationally. Azam Baki bought shares as a civil servant. Mana ada same?,"Jan 25, 2022"
@ForABetterMY,"Zahid and Anwar want Najib I'm jail forever by bringing that individual back re 1MDB. 

Sure it's Jho Low but will Jho Low take the fall for Najib? No. Hahah",May 5
@ForABetterMY,are ppl going to rally in the streets over RM6b when there was like zero fight over 1MDB where Najib stole monies and the kind of justice we are seeking isn't half of it? Where is Jho Low? Rallying does 0.,"Aug 12, 2022"
@ForABetterMY,did bloomberg do one of these ads for Najib last time? and 1mdb?,"May 4, 2021"
@ForABetterMY,erm. these are the 1mdb enablers by the way. so Najib is still around or do these guys work for whoever is in power?,"May 7, 2021"
@ForABetterMY,"hahaha how has Shafee managed to not talk about SRC and 1MDB? Oh that's right, Najib has paid all our media handsomely to talk about everything but SRC and 1MDB. Don't even mention that Najib is convicted and obviously najib doesn't acknowledge it so sure win.","Jul 8, 2022"
@ForABetterMY,"najib bought position with 1mdb. thought can accumulate more.
muhyiddin bought position with gov funds blatantly. didn't steal - just used by creating more jobs and roles. 
same. 
both used royalty, religion and race. no different.","Aug 13, 2021"
@ForABetterMY,najib can ask for a pardon now and he may get it but it may be too early. he still has 1mdb cases to go.,"Aug 23, 2022"
@ForABetterMY,"no thanks to najib we didn't save because look at the way he stole our monies, we didn't have anything to buffer malaysia from the storms of covid-19. muhyiddin used 1mdb for political expediency and it's suspect he still can't find jho low and the entire 1mdb crew. my guess is..","Oct 13, 2021"
@ForABetterMY,"now that najib is jailed convict, he should be handcuffed when he goes to 1mdb court cases.","Sep 8, 2022"
@ForABetterMY,"when najib said that everyone's taken some 1mdb money, i don't doubt it - he's spread it far and wide and dedaked many malaysians - all 'cos he wanted to be popular and needed the money to stay in power. this is why it became never enough.","Feb 24, 2022"
@Foxhole1975,I been yelling about this #1MDB scandal for months!!,Apr 6
@FreddieKevin,Biggest money laundering crime #1MDB in the whole wide world,"May 31, 2022"
@FreeMsian,"""Lodin Kamaruddin was chairman of the infamous 1MDB Bhd, and at various times or simultaneously, chairman, deputy chairman, CEO or director, of: Perimekar, Najib’s buying agent run by crony Razak Baginda; "" 1/2....",Jun 6
@FreeMsian,"1) Najib - Kleptocrat
2) Anwar - Najib's buddy since May 2018
3) Anifah - Whitewashed Najib's 1MDB crime by soliciting Saudi FM to say that he thinks RM2.6b is Saudi donation.
4) Subra - MIC gang
5) Khalid Samad - Developer friendly 
6) Teresa Kok - Insensitive DAP","Oct 27, 2021"
@FreeMsian,"13) Siding a fugitive over a people's rep who was protecting taxpayers' money in Trx Tower scandal (which Najib used to boast as confidence of foreigners in 1MDB projects, which turned out to be false as money came from MOF)","Dec 14, 2021"
@FreeMsian,"17. A special meeting was held by the OSC on the 14.5.15. It was chaired by Tengku Adnan. They agreed to accept Aset Kayamas’s proposal. JPEPP then issued an internal memo dated 27.5.15 to Tan Sri Ahmad. (As Najib is getting caught in 1MDB, Ku Nan was stealing in his own way.)","Jul 16, 2021"
@FreeMsian,"1MDB, instead of starting with wealth, began with debt. Everything is sinister with Najib.",May 26
@FreeMsian,"8) International Auditors cleared 1MDB
9) PAC Cleared 1MDB
10) DAP's Tan Seng Giaw vouched for Najib's innocence
11) Infra projects awarded to China are not to bail out 1MDB 
Every single lie Najib and Gang perpetrated as truth during BN regime has now stand exposed.","Aug 6, 2021"
@FreeMsian,"A Jho Low surrendering to Malaysia would have been disastrous for all the criminal masterminds in this 1MDB looting, which include Najib, Abu Dhabi Sheikhs and China Government.",Apr 2
@FreeMsian,"A straightforward theft by Najib and Jho Low that caused RM100 billion loss in 1MDB alone takes so long to even pass the 2nd witness, you think MACC can prove the corruption that occurred between 1980 to 2000? Anwar should get his focus right.","Oct 25, 2021"
@FreeMsian,"Absolutely no way a lowly CEO of 1MDB like Shahrol could have defied the Titah Agong unless he was acting under the orders of Najib Razak, who was the most powerful executive in Malaysia at that time.","Mar 18, 2022"
@FreeMsian,"Again, the jokers would use this instance of Nazlan trying to find ways to secure repayment for Maybank from 1MDB would be cited as an instance of ""conflict of interest"" that disqualifies Nazlan from acting as a Judge on Najib Razak's SRC Case.",Apr 15
@FreeMsian,All the million dollar criminals who looted 1MDB have gotten away except Najib who is spending time most likely in hospital.,Jan 6
@FreeMsian,"Also, note by 15 Feb 2012, SRC International had been transferred to Menteri Kewangan Diperbadankan (MOF Inc) from 1MDB (page 6). From that point onwards, SRC International had been brought under direct control of Najib whereas the Maybank loan to 1MDB came months later (page 10)",Apr 14
@FreeMsian,"And by the way, not everything recovered is the money stolen from 1MDB. Much are civil recoveries. That is, compensation paid by players for failing in their duties to prevent Najib and Jho Low from robbing 1MDB.",Mar 8
@FreeMsian,"And by the way, this heading by @stbusinessdesk could be inspired by the PR fee Najib is paying. Their aim is to make whoever who admit to bribery in 1MDB scandal look bad. In this case, their aim is to blacken Tim Leissner and Goldman, who already pleaded guilty.","Mar 11, 2022"
@FreeMsian,"Another clear proof provided by Azmi Tahir on the very close link between Jho Low and Najib Razak. As Najib was well aware of the writings by The Edge, he should also be aware of the looting in 1MDB.","Apr 23, 2022"
@FreeMsian,Anwar says even Leonardo DiCaprio returned his assets once he realised that the money came from 1MDB. But there is one more person refusing to return (not naming Najib explicitly). #AnwarLive,"Mar 9, 2022"
@FreeMsian,"Anyone who did not abandon BN and Najib during the period 1MDB scandal came to light in 2015 lacks any principles and should be avoided. R Ramanan remained in MIC during 2015, 2016 and 2017. Not sure when this fella joined PKR. Why give him top post in the Party?","Oct 1, 2022"
@FreeMsian,"Anyway, Najib choosing to attack Zeti now could be an act in desperation to suppress her witness statement in the upcoming 1MDB trial and certainly his strategy to claim innocence over the scandal. Irrespective of it, Zeti need to answer the specific allegations made.","Dec 29, 2020"
@FreeMsian,Apandi committed the worst crime by beating even Rosmah's expectation of charge against 3 guys other than Najib. He concluded that no crime was committed in 1MDB or SRC by anyone!,"Oct 9, 2022"
@FreeMsian,"Asri Hamidon coincidentally headed 1MDB after Najib's fall and responsible for many legal suits against Najib and Jho Low.  Of course, he was the No. 2 after Zafrul to oversee the pandemic budget during Muhyiddin and Ismail Sabri Governments (excluding the Deputy MOF)","Dec 7, 2022"
@FreeMsian,"At 1MDB trial today, we learnt how Jho Low tried his best to prevent KPMG have a meeting with Najib. KPMG insisted that they would not sign the accounts unless they meet the owner of 1MDB i.e. MOF aka Najib at that time. After being forced, Jho Low relented and allowed the meet.","Apr 21, 2022"
@FreeMsian,Azwan Bro was Najib's favourite tool to intimidate people by lodging police reports to close the 1MDB investigations.,May 19
@FreeMsian,"Bakke regime in 1MDB saw the first robbery in 1MDB. He just resigned and took another top job offered by Najib Razak, then got job under Old Man, promoted during Pengkhianat Muhyiddin era and continues till today.",Mar 29
@FreeMsian,"Banks grant loans but if you allow the money to be looted, that's not Bank's business. You still have to repay the loan. Just like how we are repaying the 1MDB loans looted by Najib and Jho Low.","Aug 15, 2022"
@FreeMsian,"Based on allegations made by Najib, at the time when Zeti’s family allegedly pocketed millions of ringgit from the resale of Government guaranteed 1MDB bonds issued at a discount, no way Zeti’s family would have known Jho Low would turn up as a  such blatant crook in later days.","Dec 31, 2020"
@FreeMsian,"Beyond comprehension of most people. But Jho Low figured a way out using Najib in 1MDB and others in Felda, Tabung Haji dan lain-lain.","Sep 5, 2021"
@FreeMsian,"Both jobs - 1MDB and Scorpene - involved huge sums of money and lots of sex, sleaze and scandals. If case you have not yet connected the dots, the common link is Najib.","Feb 25, 2022"
@FreeMsian,"But he has enormous power right now, that makes him very dangerous. Something like how Najib was after his 1MDB scandal got exposed. But Najib was still able to manufacture support among Malay-Muslim voters by indulging in race religion rhetorics. Si Kitol got none.","Jun 5, 2021"
@FreeMsian,Celaka Arul Kanda did more than trying to solve the 1MDB issue. He actively protected main criminals Jho Low and Najib.,Mar 3
@FreeMsian,China CCCC has benefited doubly in this corruption and money laundering. The plan to pay kickbacks to Najib of RM31 billion to pay IPIC to settle 1MDB debt didn’t go through in full as Najib Government fell on 9 May 2018.,May 14
@FreeMsian,"Criminal Najib an unremorseful character, who never admitted to his or Jho Low's theft despite given clear documentary evidence since 2015. Only after his election loss, he started to blame Jho Low, 1MDB Management and Goldman Sachs.","Feb 27, 2022"
@FreeMsian,"Despite all of the above, our fate could have been far worse if Najib had won. He would have covered up all his scandals and jailed people under Anti-Fake News Act. No recovery of 1MDB money would have been possible.","Nov 13, 2021"
@FreeMsian,Did JJ complained to Daim about 1MDB that angered Najib and he wanted revenge? Only Daim can answer the first part of the question.,"Mar 5, 2022"
@FreeMsian,"Don’t also forget, one of the PEMANDU associate, Shahrol Azral Helmi, was the CEO of 1MDB, which got robbed by billions. These people were there, helping Najib loot the country.","Jun 4, 2022"
@FreeMsian,"Edisi Siasat's tactics is to use widespread corruption in civil service to target 1MDB investigators. The agency that brought most cases against Najib is @SPRMMalaysia Najib got dirt on others. But SPRM too got dirt on Dzulkifli Ahmad, Hasanah, Habibul Rahman Kader Shah etc.","Nov 6, 2021"
@FreeMsian,"Even if Najib drew a salary of RM100,000 a month, in 9 years he was the PM, he could have only earned RM10.8 million. That RM10.8 million was just 0.41% of the RM2.6 billion stolen from 1MDB and deposited into his bank account.",Jan 29
@FreeMsian,"Example: Badawi administration squandered billions through Monsoon Cup Terengganu, rail projects etc. Najib doubled the looting through 1MDB,  various MRT and LRT projects, outright stealing from institutions like Tabung Haji, Felda, Felcra etc.",Jun 3
@FreeMsian,"Firstly, being a company secretary, he got no authority to vote on resolutions. He is just a taker of minutes of the Board meeting. Secondly, Maybank offering loans to 1MDB got nothing to do with SRC International and Najib pocketing RM42 million.",Apr 14
@FreeMsian,From yesterday's court proceeding on the 1MDB Audit Report tampering trial against Najib and Arul Kanda.,"Apr 2, 2022"
@FreeMsian,"Goldman Sachs returned billions just because they failed to stop the corruption. They returned much more than the money they earned from 1MDB. Najib yet to return a single sen he stole from 1MDB,  which he directly benefitted through personal enjoyment and political power.",Feb 27
@FreeMsian,Goldman has paid back four to five times more than they ever earned in 1MDB deal. Najib and UMNO not a single sen.,Feb 8
@FreeMsian,Googling Shazreen Hatta turns up more shit. Let's not go there. But Dzulkifli Ahmad is a criminal who hid Najib's crimes in 1MDB.,"Nov 7, 2021"
@FreeMsian,Gopal Sri Ram should bring all the circumstantial evidence to convict this thief Najib without any delay! Najib Razak's fingerprints in 1MDB robbery are so plain yet everyone is dilly dallying with his trial.,"Apr 4, 2022"
@FreeMsian,"HSR cancelled because Najib sold Malaysia's sovereignty to Singapore. ECRL was inflated by RM30 billion to cover Najib's 1MDB loot and had to renegotiated. Rightfully, should have been terminated and China should be taken to task but Dr M administration were cowards.","Mar 9, 2022"
@FreeMsian,HSR to Singapore is  bad deal. Najib signed in desperation trying to contain the 1MDB investigations in Singapore that was getting closer and closer to Najib. He had to compromise our sovereignty to get Lee Hsien Loong to pull a curtain over it. And he did.,"Dec 5, 2021"
@FreeMsian,"He is prosecuting Najib and at the same time, acting for 1MDB fraud accomplices Wong & Partners.","Jun 1, 2021"
@FreeMsian,"His love for China despite their collaboration with Najib in 1MDB looting, his love for Russia despite their atrocities in Checnya and shooting down of MH17, is another level.","Sep 1, 2022"
@FreeMsian,"However the ""Pengerusi Lembaga Penasihat"" (aka Najib Razak) overruled it and asked only for a ""consultant"" to be appointed to value the 1MDB-Petrosaudi holdings. However, Shahrol carried out none and allowed the billions to be stolen by Jho Low and Saudi criminals.",Apr 21
@FreeMsian,"I am concerned about Botak Man. Hope he don't turn out to be a traitor like Tan Seng Giaw, who became a Najib lapdog in the middle of 1MDB investigations by PAC and other authorities.","Jul 26, 2021"
